Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date,Year,Month,Gender,Units Purchased,Price per Unit (₹),Brand Name,Country,State
Youth to the People,Cleanser,595.33,3.3,402,Sensitive,46-55,Vitamin C,Glycolic Acid,Dullness,4/14/2024,2024,April,Female,4,148.8325,Youth to the People,USA,Los Angeles
Neutrogena,Eye Cream,1444.07,3.6,41,Acne-prone,36-45,Bakuchiol,Vitamin C,Sensitivity,1/12/2024,2024,January,Male,2,722.035,Neutrogena,USA,Los Angeles
Rare Beauty,Sunscreen,723.74,3.7,142,Combination,26-35,Alpha Arbutin,Jojoba Oil,Pores,5/20/2024,2024,May,Male,2,361.87,Rare Beauty,USA,California
Paula's Choice,Eye Cream,3073.36,4.8,406,Sensitive,26-35,Hyaluronic Acid,Squalane,Hyperpigmentation,9/5/2025,2025,September,Female,4,768.34,Paula's Choice,India,Delhi
Tatcha,Serum,3002.53,5,56,Dry,26-35,Azelaic Acid,Glycolic Acid,Uneven texture,4/9/2024,2024,April,Female,4,750.6325,Tatcha,India,Delhi
L'Oreal,Facial Oil,1471.26,4.8,32,Normal,56+,Zinc Oxide,Benzoyl Peroxide,Redness,4/14/2025,2025,April,Male,5,294.252,L'Oreal,France,Paris
CeraVe,Toner,819.65,4.9,18,Acne-prone,18-25,Azelaic Acid,Hyaluronic Acid,Oiliness,1/23/2024,2024,January,Male,4,204.9125,CeraVe,India,Delhi
Youth to the People,Facial Oil,2301.83,4.9,25,Oily,56+,Alpha Arbutin,Zinc Oxide,Dullness,10/26/2023,2023,October,Female,5,460.366,Youth to the People,USA,Los Angeles
Neutrogena,Toner,790.26,4.7,54,Acne-prone,46-55,Kojic Acid,Azelaic Acid,Acne,8/16/2025,2025,August,Male,3,263.42,Neutrogena,USA,Los Angeles
Rare Beauty,Facial Oil,2266.91,3.5,5,Combination,46-55,Niacinamide,Salicylic Acid,Dullness,9/21/2023,2023,September,Female,2,1133.455,Rare Beauty,USA,California
Fenty Beauty,Toner,915.41,4.4,55,Oily,46-55,Kojic Acid,Salicylic Acid,Anti-aging,2/18/2025,2025,February,Female,4,228.8525,Fenty Beauty,India,Delhi
Fenty Beauty,Face Mask,950.37,3.3,38,Sensitive,56+,Titanium Dioxide,Hyaluronic Acid,Anti-aging,2/21/2024,2024,February,Female,2,475.185,Fenty Beauty,India,Delhi
Kiehl's,Eye Cream,2196.1,5,191,Sensitive,18-25,Niacinamide,Kojic Acid,Dullness,6/2/2025,2025,June,Female,2,1098.05,Kiehl's,USA,New York
CeraVe,Night Cream,2035.81,5,21,Acne-prone,56+,Squalane,Benzoyl Peroxide,Pores,11/17/2024,2024,November,Male,2,1017.905,CeraVe,India,Delhi
Aveeno,Sunscreen,978.96,3.2,129,Oily,46-55,Peptides,Hyaluronic Acid,Dark spots,2/3/2025,2025,February,Female,3,326.32,Aveeno,India,Delhi
Rare Beauty,Facial Oil,2634.66,5,308,Sensitive,56+,Kojic Acid,Lactic Acid,Dryness,3/10/2024,2024,March,Male,1,2634.66,Rare Beauty,USA,California
Origins,Exfoliant,1271.62,3.9,103,Acne-prone,18-25,Vitamin C,Bakuchiol,Hyperpigmentation,12/28/2024,2024,December,Female,4,317.905,Origins,India,Delhi
Skinceuticals,Eye Cream,2470.3,3.5,7,Sensitive,36-45,Azelaic Acid,Squalane,Dark spots,10/31/2023,2023,October,Male,1,2470.3,Skinceuticals,India,Delhi
Kiehl's,Moisturizer,3044.45,5,41,Oily,56+,Niacinamide,Azelaic Acid,Anti-aging,12/27/2024,2024,December,Female,1,3044.45,Kiehl's,USA,New York
CeraVe,Facial Oil,2568.44,4.4,111,Dry,26-35,Azelaic Acid,Ceramides,Sensitivity,7/25/2024,2024,July,Male,1,2568.44,CeraVe,India,Delhi
Kiehl's,Face Mask,734.98,2.3,91,Sensitive,18-25,Hyaluronic Acid,Squalane,Dryness,7/3/2025,2025,July,Male,2,367.49,Kiehl's,USA,New York
Drunk Elephant,Cleanser,1792.13,4,8,Dry,18-25,Benzoyl Peroxide,Glycolic Acid,Anti-aging,10/9/2024,2024,October,Female,5,358.426,Drunk Elephant,India,Delhi
Aveeno,Moisturizer,1375.59,3.8,1146,Oily,36-45,Salicylic Acid,Benzoyl Peroxide,Redness,7/21/2025,2025,July,Female,2,687.795,Aveeno,India,Delhi
Neutrogena,Night Cream,1806.21,4,51,Normal,18-25,Ceramides,Tea Tree Oil,Anti-aging,8/13/2025,2025,August,Female,2,903.105,Neutrogena,USA,Los Angeles
Paula's Choice,Facial Oil,2103.29,5,190,Combination,36-45,Ceramides,Bakuchiol,Hyperpigmentation,10/23/2024,2024,October,Female,1,2103.29,Paula's Choice,India,Delhi
Origins,Serum,1704.19,5,121,Acne-prone,46-55,Alpha Arbutin,Squalane,Redness,7/23/2025,2025,July,Male,2,852.095,Origins,India,Delhi
Skinceuticals,Toner,2138.34,4.5,148,Normal,26-35,Alpha Arbutin,Tea Tree Oil,Dullness,1/27/2025,2025,January,Female,1,2138.34,Skinceuticals,India,Delhi
CeraVe,Face Mask,473.18,3.7,117,Normal,26-35,Vitamin C,Squalane,Uneven texture,2/23/2025,2025,February,Male,5,94.636,CeraVe,India,Delhi
Tatcha,Face Mask,1021.32,3.9,8,Acne-prone,46-55,Lactic Acid,Niacinamide,Pores,9/3/2024,2024,September,Male,4,255.33,Tatcha,India,Delhi
Glossier,Night Cream,1625.29,5,42,Combination,36-45,Retinol,Salicylic Acid,Dark spots,6/14/2024,2024,June,Female,1,1625.29,Glossier,India,Delhi
Clinique,Toner,1549.27,4.2,58,Oily,46-55,Retinol,Ceramides,Pores,10/28/2023,2023,October,Male,5,309.854,Clinique,USA,Chicago
Drunk Elephant,Cleanser,1194.47,3.9,9,Sensitive,36-45,Retinol,Titanium Dioxide,Acne,11/15/2024,2024,November,Male,4,298.6175,Drunk Elephant,India,Delhi
Glossier,Face Mask,436.38,3.1,36,Acne-prone,56+,Tea Tree Oil,Ceramides,Hyperpigmentation,9/17/2024,2024,September,Male,3,145.46,Glossier,India,Delhi
Aveeno,Toner,688.59,4.4,219,Combination,36-45,Niacinamide,Ceramides,Dullness,1/3/2025,2025,January,Male,1,688.59,Aveeno,India,Delhi
Skinceuticals,Exfoliant,2278.69,3.9,397,Sensitive,36-45,Salicylic Acid,Benzoyl Peroxide,Sensitivity,12/23/2024,2024,December,Female,1,2278.69,Skinceuticals,India,Delhi
Clinique,Toner,962.58,3.3,195,Oily,18-25,Peptides,Glycolic Acid,Uneven texture,11/15/2023,2023,November,Female,3,320.86,Clinique,USA,Chicago
La Roche-Posay,Eye Cream,2642.08,4.3,246,Combination,46-55,Titanium Dioxide,Kojic Acid,Dark spots,7/31/2024,2024,July,Female,3,880.6933333,La Roche-Posay,India,Delhi
Tatcha,Eye Cream,4272.23,5,35,Normal,56+,Peptides,Jojoba Oil,Hyperpigmentation,7/24/2025,2025,July,Female,1,4272.23,Tatcha,India,Delhi
Aveeno,Exfoliant,1783.4,5,24,Sensitive,46-55,Ceramides,Peptides,Dark spots,10/13/2023,2023,October,Male,3,594.4666667,Aveeno,India,Delhi
Paula's Choice,Moisturizer,1721.97,4.7,6,Acne-prone,46-55,Alpha Arbutin,Azelaic Acid,Hyperpigmentation,10/7/2023,2023,October,Male,2,860.985,Paula's Choice,India,Delhi
Skinceuticals,Sunscreen,1754.28,4,74,Combination,46-55,Salicylic Acid,Zinc Oxide,Dark spots,1/2/2024,2024,January,Female,4,438.57,Skinceuticals,India,Delhi
The Ordinary,Eye Cream,2332.02,5,28,Normal,26-35,Retinol,Ceramides,Uneven texture,5/14/2025,2025,May,Female,4,583.005,The Ordinary,Canada,Toronto
Youth to the People,Moisturizer,2044.28,3.6,48,Combination,56+,Zinc Oxide,Retinol,Pores,4/8/2024,2024,April,Female,4,511.07,Youth to the People,USA,Los Angeles
Clinique,Exfoliant,2353.82,5,227,Dry,56+,Squalane,Niacinamide,Dryness,11/15/2024,2024,November,Male,2,1176.91,Clinique,USA,Chicago
Kiehl's,Moisturizer,2865.02,5,582,Sensitive,36-45,Glycolic Acid,Lactic Acid,Uneven texture,3/3/2025,2025,March,Female,3,955.0066667,Kiehl's,USA,New York
Skinceuticals,Facial Oil,3938.03,5,86,Acne-prone,26-35,Lactic Acid,Niacinamide,Acne,9/29/2023,2023,September,Female,5,787.606,Skinceuticals,India,Delhi
Paula's Choice,Moisturizer,1075.56,4,40,Acne-prone,46-55,Lactic Acid,Tea Tree Oil,Dark spots,2/6/2025,2025,February,Female,3,358.52,Paula's Choice,India,Delhi
The Ordinary,Moisturizer,985.34,2.8,17,Sensitive,56+,Alpha Arbutin,Retinol,Oiliness,7/28/2025,2025,July,Male,1,985.34,The Ordinary,Canada,Toronto
The Ordinary,Exfoliant,1624.84,5,295,Normal,56+,Salicylic Acid,Tea Tree Oil,Dullness,4/13/2025,2025,April,Male,4,406.21,The Ordinary,Canada,Toronto
Neutrogena,Night Cream,2366.13,5,64,Oily,36-45,Tea Tree Oil,Benzoyl Peroxide,Hyperpigmentation,1/2/2024,2024,January,Male,3,788.71,Neutrogena,USA,Los Angeles
La Roche-Posay,Toner,1167.64,4,37,Normal,18-25,Jojoba Oil,Tea Tree Oil,Oiliness,9/25/2023,2023,September,Male,5,233.528,La Roche-Posay,India,Delhi
Paula's Choice,Toner,760.06,3,49,Normal,18-25,Kojic Acid,Glycolic Acid,Hyperpigmentation,11/27/2023,2023,November,Male,1,760.06,Paula's Choice,India,Delhi
Clinique,Facial Oil,2182.96,4.8,350,Normal,18-25,Retinol,Alpha Arbutin,Oiliness,5/14/2025,2025,May,Male,2,1091.48,Clinique,USA,Chicago
CeraVe,Sunscreen,1261.27,2.9,64,Sensitive,46-55,Alpha Arbutin,Tea Tree Oil,Redness,12/11/2023,2023,December,Male,2,630.635,CeraVe,India,Delhi
Clinique,Exfoliant,3134.45,5,26,Dry,26-35,Lactic Acid,Salicylic Acid,Oiliness,10/25/2023,2023,October,Male,5,626.89,Clinique,USA,Chicago
Glossier,Facial Oil,1954.16,4.6,36,Sensitive,56+,Lactic Acid,Ceramides,Dullness,3/20/2025,2025,March,Female,1,1954.16,Glossier,India,Delhi
Youth to the People,Night Cream,2798.87,5,11,Dry,18-25,Jojoba Oil,Ceramides,Sensitivity,7/5/2024,2024,July,Female,4,699.7175,Youth to the People,USA,Los Angeles
Olay,Eye Cream,3107.53,5,45,Oily,36-45,Lactic Acid,Peptides,Dullness,10/28/2024,2024,October,Male,3,1035.843333,Olay,USA,Ohio
Fresh,Eye Cream,1952.15,4.7,55,Normal,18-25,Salicylic Acid,Titanium Dioxide,Anti-aging,11/28/2023,2023,November,Male,1,1952.15,Fresh,India,Delhi
Paula's Choice,Cleanser,653.28,2.1,57,Acne-prone,18-25,Kojic Acid,Titanium Dioxide,Dryness,6/26/2025,2025,June,Female,2,326.64,Paula's Choice,India,Delhi
Rare Beauty,Cleanser,1080.54,4.1,10,Normal,18-25,Jojoba Oil,Niacinamide,Acne,3/7/2025,2025,March,Male,5,216.108,Rare Beauty,USA,California
Aveeno,Moisturizer,1468.44,2.9,64,Combination,18-25,Squalane,Kojic Acid,Dryness,5/16/2025,2025,May,Male,5,293.688,Aveeno,India,Delhi
Kiehl's,Cleanser,977.18,3.8,40,Acne-prone,56+,Kojic Acid,Niacinamide,Dullness,12/27/2023,2023,December,Male,3,325.7266667,Kiehl's,USA,New York
Rare Beauty,Eye Cream,1953,4.6,167,Sensitive,36-45,Bakuchiol,Squalane,Sensitivity,6/13/2024,2024,June,Female,5,390.6,Rare Beauty,USA,California
Skinceuticals,Exfoliant,3191.81,4.8,8,Combination,46-55,Vitamin C,Glycolic Acid,Dullness,1/18/2025,2025,January,Female,5,638.362,Skinceuticals,India,Delhi
Tatcha,Moisturizer,2129.18,4.5,49,Sensitive,46-55,Peptides,Tea Tree Oil,Acne,2/20/2025,2025,February,Female,1,2129.18,Tatcha,India,Delhi
L'Oreal,Cleanser,804.46,3,41,Oily,36-45,Hyaluronic Acid,Jojoba Oil,Acne,5/17/2025,2025,May,Female,4,201.115,L'Oreal,France,Paris
Origins,Facial Oil,2508.6,5,55,Oily,36-45,Salicylic Acid,Benzoyl Peroxide,Fine lines,10/1/2024,2024,October,Female,3,836.2,Origins,India,Delhi
Glossier,Cleanser,833.87,3.4,188,Acne-prone,36-45,Retinol,Glycolic Acid,Anti-aging,4/29/2025,2025,April,Male,1,833.87,Glossier,India,Delhi
Paula's Choice,Exfoliant,1695.25,3.4,47,Dry,56+,Hyaluronic Acid,Tea Tree Oil,Pores,11/23/2023,2023,November,Female,4,423.8125,Paula's Choice,India,Delhi
CeraVe,Toner,581.62,2.9,104,Acne-prone,36-45,Niacinamide,Glycolic Acid,Dullness,2/12/2024,2024,February,Male,1,581.62,CeraVe,India,Delhi
Neutrogena,Exfoliant,960.98,3.6,21,Sensitive,46-55,Kojic Acid,Zinc Oxide,Sensitivity,8/6/2024,2024,August,Male,1,960.98,Neutrogena,USA,Los Angeles
Olay,Night Cream,3466.86,5,413,Acne-prone,18-25,Titanium Dioxide,Benzoyl Peroxide,Sensitivity,8/23/2025,2025,August,Female,5,693.372,Olay,USA,Ohio
Skinceuticals,Toner,1960.99,4.5,43,Normal,56+,Titanium Dioxide,Kojic Acid,Fine lines,5/6/2024,2024,May,Female,4,490.2475,Skinceuticals,India,Delhi
Paula's Choice,Eye Cream,2299.42,5,40,Oily,18-25,Azelaic Acid,Salicylic Acid,Uneven texture,8/14/2025,2025,August,Male,3,766.4733333,Paula's Choice,India,Delhi
Clinique,Face Mask,670.54,4.9,96,Normal,46-55,Azelaic Acid,Bakuchiol,Dullness,2/17/2025,2025,February,Male,3,223.5133333,Clinique,USA,Chicago
Youth to the People,Cleanser,1121.75,3.9,146,Acne-prone,56+,Titanium Dioxide,Salicylic Acid,Anti-aging,9/15/2024,2024,September,Male,4,280.4375,Youth to the People,USA,Los Angeles
Drunk Elephant,Night Cream,4080.46,5,418,Oily,36-45,Niacinamide,Hyaluronic Acid,Hyperpigmentation,3/8/2025,2025,March,Female,5,816.092,Drunk Elephant,India,Delhi
Rare Beauty,Eye Cream,2549.45,5,4,Sensitive,26-35,Salicylic Acid,Squalane,Hyperpigmentation,7/26/2025,2025,July,Female,2,1274.725,Rare Beauty,USA,California
Drunk Elephant,Sunscreen,1424.12,5,21,Dry,18-25,Ceramides,Salicylic Acid,Sensitivity,10/9/2024,2024,October,Female,1,1424.12,Drunk Elephant,India,Delhi
Aveeno,Serum,2364.33,4.2,13,Oily,26-35,Tea Tree Oil,Ceramides,Hyperpigmentation,10/2/2024,2024,October,Female,5,472.866,Aveeno,India,Delhi
Skinceuticals,Moisturizer,2249.17,5,49,Sensitive,18-25,Glycolic Acid,Zinc Oxide,Redness,1/4/2025,2025,January,Female,4,562.2925,Skinceuticals,India,Delhi
Kiehl's,Serum,4282.3,5,396,Acne-prone,26-35,Bakuchiol,Squalane,Hyperpigmentation,9/22/2024,2024,September,Male,1,4282.3,Kiehl's,USA,New York
Fresh,Face Mask,1045.81,4.4,52,Acne-prone,26-35,Squalane,Titanium Dioxide,Uneven texture,5/9/2024,2024,May,Female,3,348.6033333,Fresh,India,Delhi
Tatcha,Cleanser,1131.52,2.5,2,Normal,36-45,Zinc Oxide,Titanium Dioxide,Dark spots,11/7/2023,2023,November,Male,2,565.76,Tatcha,India,Delhi
Skinceuticals,Sunscreen,1504.4,3.9,171,Combination,36-45,Titanium Dioxide,Vitamin C,Dryness,4/15/2025,2025,April,Male,3,501.4666667,Skinceuticals,India,Delhi
Tatcha,Moisturizer,2037.88,5,177,Oily,46-55,Jojoba Oil,Lactic Acid,Dark spots,2/18/2025,2025,February,Male,4,509.47,Tatcha,India,Delhi
Clinique,Serum,3840.52,4.9,44,Acne-prone,56+,Vitamin C,Tea Tree Oil,Sensitivity,4/23/2025,2025,April,Female,1,3840.52,Clinique,USA,Chicago
The Ordinary,Exfoliant,1022.62,3.3,134,Oily,56+,Bakuchiol,Alpha Arbutin,Dryness,11/23/2023,2023,November,Female,4,255.655,The Ordinary,Canada,Toronto
Rare Beauty,Night Cream,3493.76,5,2,Oily,36-45,Titanium Dioxide,Bakuchiol,Dryness,3/29/2024,2024,March,Female,1,3493.76,Rare Beauty,USA,California
La Roche-Posay,Sunscreen,745.51,3.7,39,Normal,18-25,Peptides,Hyaluronic Acid,Pores,2/1/2025,2025,February,Male,5,149.102,La Roche-Posay,India,Delhi
Fenty Beauty,Cleanser,1080,3.8,86,Oily,26-35,Zinc Oxide,Vitamin C,Fine lines,2/29/2024,2024,February,Male,2,540,Fenty Beauty,India,Delhi
Origins,Face Mask,461.38,3.1,17,Dry,56+,Zinc Oxide,Niacinamide,Anti-aging,4/24/2025,2025,April,Male,5,92.276,Origins,India,Delhi
Tatcha,Night Cream,4753.67,5,331,Normal,18-25,Hyaluronic Acid,Peptides,Hyperpigmentation,9/5/2025,2025,September,Male,5,950.734,Tatcha,India,Delhi
The Ordinary,Facial Oil,2338.66,5,92,Acne-prone,26-35,Bakuchiol,Niacinamide,Hyperpigmentation,7/19/2024,2024,July,Male,4,584.665,The Ordinary,Canada,Toronto
Kiehl's,Cleanser,1200.89,3.8,32,Dry,46-55,Tea Tree Oil,Squalane,Oiliness,10/1/2024,2024,October,Male,2,600.445,Kiehl's,USA,New York
L'Oreal,Serum,1639.99,4.5,89,Sensitive,46-55,Salicylic Acid,Ceramides,Redness,3/31/2024,2024,March,Female,1,1639.99,L'Oreal,France,Paris
Olay,Moisturizer,1608.84,4.7,158,Normal,26-35,Zinc Oxide,Azelaic Acid,Pores,7/5/2025,2025,July,Female,1,1608.84,Olay,USA,Ohio
Clinique,Moisturizer,2931.38,5,4,Sensitive,46-55,Bakuchiol,Kojic Acid,Oiliness,8/7/2025,2025,August,Female,3,977.1266667,Clinique,USA,Chicago
Estee Lauder,Eye Cream,2847.13,4.5,38,Dry,46-55,Glycolic Acid,Jojoba Oil,Uneven texture,10/16/2023,2023,October,Female,1,2847.13,Estee Lauder,USA,New York
La Roche-Posay,Cleanser,1094.2,3.8,59,Dry,18-25,Kojic Acid,Hyaluronic Acid,Fine lines,4/15/2024,2024,April,Male,4,273.55,La Roche-Posay,India,Delhi
Estee Lauder,Eye Cream,4814.39,5,318,Oily,46-55,Vitamin C,Zinc Oxide,Fine lines,11/13/2023,2023,November,Male,5,962.878,Estee Lauder,USA,New York
Neutrogena,Night Cream,2530.71,5,44,Dry,26-35,Lactic Acid,Tea Tree Oil,Sensitivity,8/19/2024,2024,August,Female,5,506.142,Neutrogena,USA,Los Angeles
Origins,Sunscreen,1339.7,2.7,151,Acne-prone,26-35,Ceramides,Kojic Acid,Acne,12/15/2023,2023,December,Male,5,267.94,Origins,India,Delhi
Olay,Serum,2463.15,3.4,131,Dry,56+,Kojic Acid,Niacinamide,Hyperpigmentation,12/23/2023,2023,December,Female,2,1231.575,Olay,USA,Ohio
CeraVe,Moisturizer,2104.68,4.3,46,Combination,46-55,Zinc Oxide,Salicylic Acid,Dark spots,1/18/2024,2024,January,Female,1,2104.68,CeraVe,India,Delhi
The Ordinary,Sunscreen,1204.31,4,17,Oily,56+,Squalane,Peptides,Anti-aging,9/30/2023,2023,September,Female,4,301.0775,The Ordinary,Canada,Toronto
Olay,Moisturizer,1477.57,3.8,14,Dry,46-55,Kojic Acid,Bakuchiol,Anti-aging,12/21/2024,2024,December,Male,2,738.785,Olay,USA,Ohio
Kiehl's,Moisturizer,2632.43,5,141,Acne-prone,18-25,Hyaluronic Acid,Ceramides,Dark spots,11/22/2023,2023,November,Female,3,877.4766667,Kiehl's,USA,New York
Paula's Choice,Moisturizer,850,3.8,17,Dry,18-25,Azelaic Acid,Benzoyl Peroxide,Acne,9/14/2025,2025,September,Female,4,212.5,Paula's Choice,India,Delhi
Fenty Beauty,Sunscreen,1145.85,2.7,32,Normal,36-45,Salicylic Acid,Vitamin C,Oiliness,5/23/2024,2024,May,Female,4,286.4625,Fenty Beauty,India,Delhi
Fenty Beauty,Toner,917.82,4.6,5,Sensitive,36-45,Niacinamide,Lactic Acid,Redness,10/15/2024,2024,October,Male,4,229.455,Fenty Beauty,India,Delhi
L'Oreal,Cleanser,674.08,3.9,42,Dry,18-25,Squalane,Lactic Acid,Redness,12/31/2023,2023,December,Male,5,134.816,L'Oreal,France,Paris
Drunk Elephant,Exfoliant,2807.43,5,29,Oily,46-55,Titanium Dioxide,Hyaluronic Acid,Anti-aging,2/22/2024,2024,February,Female,4,701.8575,Drunk Elephant,India,Delhi
L'Oreal,Facial Oil,1135.38,4.5,41,Sensitive,26-35,Peptides,Ceramides,Dark spots,9/27/2023,2023,September,Male,1,1135.38,L'Oreal,France,Paris
Paula's Choice,Exfoliant,1839.27,5,23,Combination,26-35,Ceramides,Salicylic Acid,Dullness,10/11/2024,2024,October,Male,4,459.8175,Paula's Choice,India,Delhi
Origins,Exfoliant,1297.23,3,106,Normal,36-45,Jojoba Oil,Titanium Dioxide,Fine lines,5/21/2024,2024,May,Male,5,259.446,Origins,India,Delhi
Skinceuticals,Facial Oil,2965.39,5,989,Dry,36-45,Bakuchiol,Azelaic Acid,Acne,4/9/2024,2024,April,Male,4,741.3475,Skinceuticals,India,Delhi
Estee Lauder,Sunscreen,2105.86,4.4,29,Normal,46-55,Retinol,Peptides,Acne,1/3/2025,2025,January,Male,3,701.9533333,Estee Lauder,USA,New York
Glossier,Serum,2112.28,3.9,44,Acne-prone,36-45,Retinol,Lactic Acid,Pores,1/18/2025,2025,January,Male,3,704.0933333,Glossier,India,Delhi
L'Oreal,Eye Cream,3053.72,5,102,Acne-prone,36-45,Squalane,Benzoyl Peroxide,Fine lines,10/18/2023,2023,October,Male,5,610.744,L'Oreal,France,Paris
Rare Beauty,Face Mask,726.95,5,39,Sensitive,26-35,Hyaluronic Acid,Jojoba Oil,Acne,11/6/2024,2024,November,Male,1,726.95,Rare Beauty,USA,California
The Ordinary,Toner,941.58,4.2,45,Sensitive,56+,Alpha Arbutin,Tea Tree Oil,Dark spots,10/6/2024,2024,October,Male,1,941.58,The Ordinary,Canada,Toronto
Paula's Choice,Night Cream,2886.64,5,28,Normal,18-25,Jojoba Oil,Zinc Oxide,Uneven texture,3/27/2024,2024,March,Male,2,1443.32,Paula's Choice,India,Delhi
Aveeno,Face Mask,954.89,3.8,324,Sensitive,26-35,Tea Tree Oil,Titanium Dioxide,Oiliness,6/6/2024,2024,June,Female,5,190.978,Aveeno,India,Delhi
Skinceuticals,Sunscreen,1965.21,5,22,Combination,56+,Kojic Acid,Vitamin C,Sensitivity,12/5/2023,2023,December,Female,4,491.3025,Skinceuticals,India,Delhi
The Ordinary,Cleanser,1203.51,4,46,Dry,18-25,Kojic Acid,Niacinamide,Pores,9/26/2023,2023,September,Male,5,240.702,The Ordinary,Canada,Toronto
La Roche-Posay,Serum,1400.59,2.6,32,Normal,26-35,Retinol,Peptides,Dryness,1/12/2025,2025,January,Female,2,700.295,La Roche-Posay,India,Delhi
L'Oreal,Sunscreen,1419.03,4.5,189,Combination,36-45,Niacinamide,Vitamin C,Dullness,2/17/2025,2025,February,Female,5,283.806,L'Oreal,France,Paris
Aveeno,Face Mask,686.3,3.4,19,Oily,56+,Niacinamide,Salicylic Acid,Sensitivity,12/21/2023,2023,December,Male,5,137.26,Aveeno,India,Delhi
Fresh,Eye Cream,1334.71,4.8,175,Normal,18-25,Zinc Oxide,Titanium Dioxide,Oiliness,10/29/2023,2023,October,Male,2,667.355,Fresh,India,Delhi
Kiehl's,Eye Cream,2804.18,5,33,Acne-prone,26-35,Retinol,Ceramides,Anti-aging,2/7/2024,2024,February,Male,1,2804.18,Kiehl's,USA,New York
Estee Lauder,Sunscreen,1615.76,3.7,15,Sensitive,36-45,Zinc Oxide,Salicylic Acid,Dryness,1/31/2024,2024,January,Female,4,403.94,Estee Lauder,USA,New York
CeraVe,Moisturizer,1172.11,5,42,Acne-prone,46-55,Salicylic Acid,Tea Tree Oil,Sensitivity,2/8/2025,2025,February,Female,2,586.055,CeraVe,India,Delhi
Fresh,Cleanser,644.76,2.6,29,Oily,56+,Lactic Acid,Retinol,Hyperpigmentation,7/24/2025,2025,July,Male,3,214.92,Fresh,India,Delhi
Paula's Choice,Cleanser,937.05,3.5,40,Oily,18-25,Ceramides,Benzoyl Peroxide,Hyperpigmentation,12/14/2024,2024,December,Male,1,937.05,Paula's Choice,India,Delhi
Skinceuticals,Moisturizer,2626.95,3.6,35,Oily,46-55,Vitamin C,Jojoba Oil,Uneven texture,9/6/2025,2025,September,Male,3,875.65,Skinceuticals,India,Delhi
Glossier,Sunscreen,736.01,1.8,125,Normal,18-25,Azelaic Acid,Squalane,Pores,9/16/2025,2025,September,Female,1,736.01,Glossier,India,Delhi
CeraVe,Moisturizer,1983.03,4.5,23,Sensitive,18-25,Zinc Oxide,Benzoyl Peroxide,Hyperpigmentation,9/3/2025,2025,September,Female,4,495.7575,CeraVe,India,Delhi
Fresh,Toner,759.9,4.7,10,Sensitive,46-55,Kojic Acid,Azelaic Acid,Sensitivity,6/20/2024,2024,June,Female,4,189.975,Fresh,India,Delhi
Fenty Beauty,Sunscreen,1194.15,2.8,287,Combination,18-25,Niacinamide,Kojic Acid,Hyperpigmentation,5/11/2025,2025,May,Female,5,238.83,Fenty Beauty,India,Delhi
Estee Lauder,Moisturizer,2700,4.9,58,Acne-prone,56+,Alpha Arbutin,Azelaic Acid,Fine lines,5/27/2024,2024,May,Male,3,900,Estee Lauder,USA,New York
L'Oreal,Face Mask,534.46,4,263,Combination,18-25,Benzoyl Peroxide,Salicylic Acid,Uneven texture,2/11/2024,2024,February,Male,1,534.46,L'Oreal,France,Paris
Youth to the People,Night Cream,1429.09,3,15,Combination,26-35,Benzoyl Peroxide,Jojoba Oil,Uneven texture,3/12/2024,2024,March,Male,4,357.2725,Youth to the People,USA,Los Angeles
Aveeno,Face Mask,443.32,2.4,10,Normal,18-25,Alpha Arbutin,Retinol,Sensitivity,5/20/2025,2025,May,Male,2,221.66,Aveeno,India,Delhi
Kiehl's,Face Mask,1050.01,4.5,142,Dry,18-25,Alpha Arbutin,Ceramides,Fine lines,5/19/2025,2025,May,Female,4,262.5025,Kiehl's,USA,New York
Rare Beauty,Toner,1019.85,3.4,63,Acne-prone,56+,Tea Tree Oil,Azelaic Acid,Dryness,5/17/2025,2025,May,Female,2,509.925,Rare Beauty,USA,California
Paula's Choice,Cleanser,1141.04,3.5,948,Dry,18-25,Benzoyl Peroxide,Ceramides,Acne,2/13/2024,2024,February,Male,1,1141.04,Paula's Choice,India,Delhi
Origins,Cleanser,1139.28,3.1,33,Sensitive,36-45,Glycolic Acid,Bakuchiol,Dryness,11/26/2024,2024,November,Male,4,284.82,Origins,India,Delhi
Origins,Sunscreen,1149.1,3.8,232,Combination,26-35,Alpha Arbutin,Salicylic Acid,Sensitivity,6/6/2025,2025,June,Female,4,287.275,Origins,India,Delhi
Tatcha,Moisturizer,1694.05,4.3,227,Combination,46-55,Squalane,Zinc Oxide,Fine lines,11/26/2024,2024,November,Male,1,1694.05,Tatcha,India,Delhi
The Ordinary,Eye Cream,2933.48,4.8,154,Dry,26-35,Zinc Oxide,Jojoba Oil,Hyperpigmentation,4/21/2024,2024,April,Female,4,733.37,The Ordinary,Canada,Toronto
Aveeno,Toner,1367.55,5,40,Acne-prone,26-35,Kojic Acid,Alpha Arbutin,Fine lines,3/5/2025,2025,March,Male,2,683.775,Aveeno,India,Delhi
